content,rating
"kemarin udah coba beli vialnya dan sniff varian yang lain di offline storenya tapi tetep balik ke LOUI. Definisi parfum yang ngebawa kita berasa di taman bunga, wangi dan semerbak🌹 ✨ Untuk ketahanannya sendiri ga usah diraguin, setelah pakaian dicuci juga masih nempel baunya🥺🥺",5
"Loui bau nya diawal agak kurang enak tapi lama kelamaan jadi bau yang pas gtu kalu dipake sehari2 cocok banget buat ngasih vibe elegan gtu sii afternyaa sukaa dan dpt sample troupe, yg juga awalnya agak penasaran sama bau nya tapi ternyata gak cocok di aku hehehe",5
"Wanginya unik, enak, bikin ketagihan. Beneran wanginya awet. Packagingnya juga bagus jadi keliatan mewah. Botolnya juga kuat dan kokoh. Sekali semprot udah wangi banget, semprot di baju wanginya lebih awet. Istri saya suka banget",5
"respon cepat dan ramah. packingan baik sekali. proses n pengiriman super cepat, top 👍",5
"Pertama kali coba,, wanginya enak banget ☺️💞",5
"dari sekian banyak parfum lokal. saff paling tahan lama. untuk indoor bisa seharian lebih masih nempel di baju. kalau outdoor, jadi 50% lebih cepet ilang. apalagi keringetan. setelah nyoba kemasan travel, baru cocok sama seri loui ini. agak manly ntk cewe di awal tapi afternya enak kok. aroma bunga",5
Wanginya enak dan bertahan lama bangeeet. Kemasannya lucu dan dijamin ga bakalan pecah karena boxnya sendiri lucu dan additional double box.,5
"Udah nyoba beberapa variannya, tapi tetep Loui juaranya 💜 minusnya mungkin packagingnya ya, sepertinya perlu pakai kemasan yang transparan supaya pengguna juga ngira-ngira habisnya kapan",5
"Pembelian ke-2, best emang. Waktu dulu beli tutupnya mudah lepas (dulu dibalik aja uda lepas), yang sekarang lebih bagus, gripnya cukup dan ga sulit juga buat dibuka. Seller juga fast respon dan prosesnya. 👍🏻",5
Beli yg Loui gagara nonton Video JU terus kepo.. pas sampe not my type of scent sih tapi seneng bgt seller ramah fast respon dan dapat bonus yg SOTB (itu ga si namanya?). Nah! Bonusnya malah enak kynya next purchase bakal beli varian SOTB atau varian lain hehe,5
"packagingnya lucu sekali, wangi awet dari pagi sampai malam masih segar",5
Best seller respon cepat barang sesuai deskripsi,5
"Pembelian ke 5 karena bener2 wanginya enak banget. Soft bunga segar di awal, dry downnya musky. Walaupun wanginya soft, ketahanannya bisa seharian. Gak nge stain juga klo disemprot di baju putih Terus daper tester Maleali (belum released deh sepertinya). Wanginya cukup unik, tapi enak. Cocok dipake cowok Pengirimannya juga cepet. Keren deh saff & co!!!",5
"wanginya enak bgt, waktu awal emg agak strong cuman waktu udah selang beberapa jam jadi wangi soft. terus awet juga baunya.",5
"Loui ini lbh k floral and sangat green. Gak manis, tp fresh. Lama lama ke basenote yang sbnrnya agak rempah sedikit but unik si jadinya. Packaging 100! Keren kl buat kado gt kekny. Dpt free 2 mL ostara, ok lah buat next referensi kalo mau beli lagi😄😄😁",5
"Sesuka itu sama wanginya loui, dapet extra pula loph 🫶",5
wangi floralnya mantap sekali langsung keep dua takut sold out,5
"First time beli merk saff karena habis minta punya temen yang CHNO dan mencoba beli yang bau lain, ternyata lebih cocok sama bau LOUI ini",5
"Beli ini pas 10.10 terus tambah diskon dari tokped jadi cuma 170k untung banget deh, pengemasan lama tapi pengiriman cepet banget 2 hari udh sampai Malang. Wanginya diawal nyegrak banget tp afternya soft trs awett banget",5
"Puas banget deh sama Saff & Co Jujur ini mah, tadinya bukan penyuka parfum, anti malah sebenernya, mostly yang pake parfum itu bikin pusing.. Tapi setelah beli 1 kemarin yang CHNO, hmmm sepertinya saya harus beli yang lain, mantap pokonya Ditunggu yang S.O.T.B nya min",5
Kalau untuk wangi dan ketahanan saff n co udh ga usah diragukan sudah 🫶 cuman mau masukan aja aku suka sama desaign botol dan warnanya cuman bbrp kali beli semprotannya kdg meleber jd item2 pas ditangan. Yg botol tester juga begitu,5
"wanginya suka, aroma cewek bgt & tahan lama. packaging bagus, bs buat kado. trimakasih dikasih gift kemasan kecil.",5
"Produk sesuai deskripsi, dpt harga flash sale & pengiriman aman",5
"Wanginya segar dan manis. Tapi bukan manis vanilla gt. Cocok buat dipake sehari2. Pertama kali beli parfum saff & co, blind buy pula, dan alhamdulillah sukaaa. Cocok sama wanginya 😻👏🏻",5
"Pengiriman cepat, aman, kemasan produk juga baik. Produk sesuai pesanan. Terima kasih.",5
wanginya cewek bgt... wangi manis gitu.. tipe parfum buat cewe kue yang feminim... tpi mmg beneran awet pake mandi itu wanginya ttp nempel 🙈,4
"packing aman dan rapi, istri malah lebih suka sama sampel nya, mungkin sampel nya pure tanpa alcohol, lumayan lah dengan range harga segini, thank you",5
"Saran : tetep buka untuk weekend, barang oke",4
"Wanginya enak, sweet flowery girly gitu, tapi bukan yg powdery atau yg offensive. It’s so lovely that I can wear it before going to sleep. Longevity, silage sama projection ok banget. Pertama kenal beli decant, barengan sama 11 parfum lainnya gw test di paper. Yg wanginya bisa stand out setelah beberapa jam itu si Loui ini",5
